"id","request_for_specialist_id","candidate_id","status","next_step_id","due_date","is_main","start_date","deadline_sla_date","result_date","result_comment","rate","is_active","is_staffing","staffing_file_id","is_favorite","interview_date","resume_request_id","assigned_date","status_reason_id","cancel_reject_initiator_id"
778,1011,1965,TERMINATED,,,0,"2022-05-02",,"2022-04-12 15:06:26",Stop on project from: 2022-06-30,,1,1,,1,,,"2022-04-06 12:22:14",,
779,1256,7654,REJECT,,,0,,,"2022-04-24 21:00:00",Отказ по результатам технического собеседования с клиентом. Оценка м1-м2 при минимальном требовании м3 к вакансии,,1,1,415,1,"2022-04-19",,"2022-04-06 12:25:18",12,
780,1200,4400,CANCEL,,,0,,,"2022-04-08 08:40:04","Заказчик приостановил просмотр кандидатов до мая, так как не успевают онбордить.",,1,1,,0,,,,12,
781,876,2585,ASSIGNED,,,1,,,"2022-05-24 08:33:13",,,1,1,562,1,,,"2022-04-06 12:29:46",,
782,876,8515,CANCEL,,,0,,,"2022-05-13 21:00:00","у Лазовика слабый англ, подготовку приостановили на проект",,1,1,314,1,,,"2022-04-06 12:29:50",12,
783,601,4896,ASSIGNED,,,1,"2022-04-14",,"2022-04-12 06:32:09",,,1,1,218,1,"2022-04-06",,"2022-04-06 12:35:55",,
784,926,3328,CANCEL,,,0,,,"2022-04-06 15:08:18",получили апрув на другом проекте Техносерв ВТБ Лидогенерация,,1,1,,0,,,"2022-04-06 12:37:04",12,
785,1266,3293,CANCEL,,,0,,"2022-04-13","2022-04-20 15:35:00",Ставим деманд на холд. Заказчик не выходит на связь.,,1,1,,1,,7628,"2022-04-06 14:03:51",12,
787,1104,1717,ASSIGNED,,,1,"2022-04-18",,"2022-04-13 08:45:24",,,1,1,197,1,,,"2022-04-06 13:03:29",,
789,1221,2057,CANCEL,,,0,,"2022-04-13","2022-04-07 11:39:11",Стоп подготовки со стороны заказчика. Сокращение на стриме.,,1,1,,1,,,"2022-04-06 13:47:42",12,
790,1244,699,TERMINATED,,,0,"2022-04-12",,"2022-04-11 16:19:54",Stop on project from: 2022-05-09,,1,1,,1,,,"2022-04-06 13:52:13",,
792,1282,3249,CANCEL,,,0,,,"2022-04-07 11:46:49",Will be proceed with other pos llllllll;llllllllllll,,1,1,,0,,,"2022-04-07 11:20:36",12,
793,920,4995,CANCEL,,,0,,,"2022-04-08 07:49:41","закрываю деманд, заказчик написал, что позиция пока неактуальна, закрыли инхаус сотрудником(",,1,1,239,0,,,"2022-04-06 14:05:56",12,
795,1252,7388,CANCEL,,,0,,,"2022-05-09 21:00:00","Коллеги, добрый день!

Прошу приостановить до дальнейшей информации поиск кандидатов на замену нерелоцирующимся сотрудникам. У нас пауза в найме по распоряжению штаб-квартиры (ориентировочно на 2-3 недели).

Я сообщу когда сможм возобновить процесс отбора.",,1,1,419,1,"2022-04-26",,"2022-04-07 16:16:45",12,
796,1252,5521,CANCEL,,,0,,,"2022-05-09 21:00:00","Коллеги, добрый день!

Прошу приостановить до дальнейшей информации поиск кандидатов на замену нерелоцирующимся сотрудникам. У нас пауза в найме по распоряжению штаб-квартиры (ориентировочно на 2-3 недели).

Я сообщу когда сможм возобновить процесс отбора.",,1,1,,0,,,,12,
797,724,1641,CANCEL,,,0,,,"2022-04-15 06:39:43",Candidate Kleszczewski Piotr cancelled because of start on demand 724,,1,1,213,1,"2022-04-12",,"2022-04-06 15:02:18",12,
798,1056,3871,ASSIGNED,,,1,"2022-04-25",,"2022-04-15 07:19:06",,,1,1,246,1,"2022-04-11",,"2022-04-06 15:02:52",,
799,1105,2824,CANCEL,,,0,,,"2022-04-20 21:00:00","Оптимизация деманда - было открыто больше запросов, чем необходимо
Кочулов будет рассмотрен после лида РН",,1,1,,0,,7654,"2022-04-06 15:04:34",12,
800,704,8022,REJECT,,,0,,,"2022-04-21 21:00:00","Отказ по итогам собеседования с клиентом.
Фид:
Based on results of interview, Beqa has made a lot of applied things but didn't dive into details. And his theoretical background is mediocre. He knows only very strict part of the task and not interested in details and root causes. So, Beqa isn't evaluated as senior full-stack developer and isn't approved for hiring.",,1,1,411,1,"2022-04-19",,"2022-04-06 15:07:38",12,
801,1239,4674,ASSIGNED,,,1,"2022-04-12",,"2022-04-11 16:13:08",,,1,1,,1,,,"2022-04-06 15:09:31",,
802,1281,7356,REJECT,,,0,,"2022-04-20","2022-04-07 21:00:00",Not readyNot readyNot readyNot readyNot readyNot ready,,1,1,166,0,,,"2022-04-06 15:12:26",12,
803,1242,2919,REJECT,,,0,,"2022-04-13","2022-04-10 21:00:00",Заказчик смотрит в сторону фуллстэк. Сказал вернется к вопросу позднее,,1,1,,0,,,"2022-04-06 15:20:16",12,
804,1032,2539,REJECT,,,0,,,"2022-04-18 21:00:00","Отказали не по сиви, просто пока не готовы смотреть разработчиков NodeJS",,1,1,240,0,,,"2022-04-06 15:22:45",12,
805,1262,672,CANCEL,,,0,,,"2022-05-15 21:00:00","Нужны более сильные кандидаты, с глубоким знанием TS",,1,1,286,1,,,"2022-04-06 15:25:47",12,
806,1263,1799,CANCEL,,,0,,,"2022-05-15 21:00:00","Нужны более сильные кандидаты, с глубоким знанием TS",,1,1,287,1,,,"2022-04-06 15:27:39",12,
807,751,8320,CANCEL,,,0,,"2022-04-13","2022-04-11 08:32:00",Предпочла другую компанию..................................,,1,1,,0,,,"2022-04-06 15:34:51",12,
808,1008,2528,CANCEL,,,0,,"2022-04-27","2022-04-12 07:25:27","получили от клиента оф апрув на старт, проставили в 1с. Выслали клиенту доки на подписания и получили сообщение -Evgenij did not convince us professionally. We reconstructed the interview and found too many gaps in the required technologies.
The core technologies are:
- Angular
- TypeScript / JavaScript
- GraphQL
- PrimeNG or comparable
- Docker

Позиция клиента, более чем не адекватна. Мы закрываем все демоны и ведем с клиентом жесткие переговоры по вопросу",,1,1,,0,,,"2022-04-06 15:38:56",12,
809,1287,1931,CANCEL,,,0,,,"2022-04-07 10:17:12","Рассмотрят на позицию лида, соответственно нужен перестаффинг на другую позицию",,1,1,,0,,,"2022-04-06 15:55:25",12,
810,1286,636,CANCEL,,,0,,,"2022-04-06 16:01:05","Ошибочно назначен один кандидат на позицию мидла, вместо позиции сеньора",,1,1,,0,,,"2022-04-06 15:55:36",12,
811,1284,636,CANCEL,,,0,,"2022-04-13","2022-04-07 08:24:42","Не подходит по уровню английского языка, слабый, с заказчиком из штатов не потянет.",,1,1,,0,,,"2022-04-06 16:00:10",12,
812,1286,2310,CANCEL,13,"2022-04-23",0,,"2022-04-13","2022-04-21 18:52:42","the customer has chosen another vendor, so we need to close the demand",,1,1,121,1,,,"2022-04-06 16:01:20",12,
813,1236,4363,CANCEL,,,0,,"2022-04-10","2022-04-07 09:37:33",уже распределенhttps://crm.andersenlab.com/request-for-specialist/1131,,1,1,,0,,,"2022-04-06 16:09:20",12,
814,1210,4618,ASSIGNED,,,1,"2022-04-25",,"2022-04-08 12:45:01",,,1,1,,1,,,"2022-04-06 16:10:45",,
815,1225,8276,CANCEL,,,0,,"2022-04-13","2022-04-13 11:45:57","Деманд на это позицию инициирован лично ЛПР (Нико), который на данный момент сильно заболел, и никто не понимает когда он вернется. Без ЛПР рассматривать людей на эти позиции JTI не готов",,1,1,270,1,,,"2022-04-06 16:20:40",12,
816,1106,2891,CANCEL,,,0,,,"2022-04-20 21:00:00","Оптимизация деманда - было открыто больше запросов, чем необходимо
Дукат будет рассмотрен после лида РН",,1,1,,1,,,"2022-04-06 16:37:59",12,
817,1160,7991,CANCEL,,,0,,"2022-04-20","2022-04-07 06:53:06","Кандидат слишком дорогой для проекта
Кандидат слишком дорогой для проекта",,1,1,,0,,,"2022-04-06 17:08:05",12,
818,1177,8364,CANCEL,,,0,,"2022-04-13","2022-04-11 20:23:00","Заказчик закрывает потребность своими кандидатами, нет потребности. Наших не смотрит.",,1,1,,0,,,"2022-04-06 17:08:40",12,
819,1079,135,ASSIGNED,24,"2022-06-13",1,,"2022-06-01","2022-05-12 08:59:36",,,1,1,383,1,,,"2022-04-06 17:17:33",,
820,1285,2707,CANCEL,,,0,,,"2022-04-08 15:35:41",errorerrorerrorerrorerrorerrorerrorerrorerrorerrorerrorerror,,1,1,,0,,,"2022-04-06 20:00:05",12,
821,979,8488,TERMINATED,,,0,"2022-04-18",,"2022-04-12 07:42:59",Stop on project from: 2022-06-30,,1,1,,1,,,"2022-04-07 06:10:58",,
822,607,7698,CANCEL,,,0,,,"2022-04-15 11:50:16","Заворуева Анастасия переносим на пустой деманд, Матушевсая старт",,1,1,,0,,,"2022-04-07 06:23:55",12,
823,1290,4816,REJECT,,,0,,"2022-04-21","2022-04-13 21:00:00",Отказ по СВ. Заказчик отказался проводить собеседование,,1,1,306,0,,,"2022-04-07 06:26:38",12,
824,721,3894,CANCEL,,,0,,"2022-04-22","2022-04-11 16:05:50",Кандидат не хочет работать на данном проекте и с Corezoid в частности,,1,1,,0,,,"2022-04-08 08:33:37",12,
825,726,3894,CANCEL,,,0,,"2022-04-21","2022-04-07 13:34:13","не будем рассматривать.

Мало того, что нет необходимой технологии (Blazor), так он считает ее устаревшей и не интересной, а значит заставить ее быстро выучить будет проблематично. В остальном стэке он также признает, что очень много пробелов.

Он не работает с фронтом давно, а проект предполагает много работы по фронту.

Также у него уровень английского А2, нам нужен В2, т.к. тут ему придется постоянно и много взаимодействовать с англоязычной командой (на текущем проекте этого нет).

Прошу выделить нового кандидата",,1,1,,0,,,"2022-04-07 08:23:35",12,
826,742,8150,CANCEL,,,0,,"2022-04-21","2022-04-07 10:02:14",Заказчик остановил подбор по данному направлению на неопределенный срок.,,1,1,,1,,,"2022-04-07 06:46:28",12,
827,1010,3472,CANCEL,,,0,,"2022-04-21","2022-04-11 09:16:11","11.04.2022 Кандидат сообщил, что остается на текущем проекте.",,1,1,,0,,,"2022-04-07 06:38:04",12,
828,1227,6728,CANCEL,,,0,"2022-04-25","2022-04-15","2022-04-15 07:56:37","на 4 позиции, 2 из которых закрыли, уже есть 2 кандидата сильнее.",,1,1,,0,,,"2022-04-07 06:47:32",12,
829,719,3175,CANCEL,,,0,,"2022-04-21","2022-04-07 18:57:08",Кандидат был уже показан на проект в ноябре. Тогда не прошли по CV. Сейчас ждут только сеньоров. В подготовку не берём,,1,1,,0,,,"2022-04-07 08:32:38",12,
830,1164,7991,CANCEL,,,0,,"2022-04-21","2022-04-13 06:21:33","Гаврилов Константин принял другой оффер, снят с деманда",,1,1,,0,,,"2022-04-07 06:54:01",12,
832,1228,3028,CANCEL,,,0,,"2022-04-14","2022-04-15 07:59:34",Candidate Bandarenka Iryna cancelled because of start on demand 1228,,1,1,,0,,,"2022-04-07 07:11:51",12,
834,1268,2588,CANCEL,24,"2022-05-23",0,"2022-04-11",,"2022-05-30 15:22:56",Деманд заведен некорректно его закрываем__________,,1,1,271,1,,,"2022-04-07 07:42:59",12,
835,552,1267,CANCEL,,,0,,"2022-04-14","2022-04-19 12:33:50",Заказчик закрыл позицию мануальных тестировщиков. Рассматривает только фулл-стек,,1,1,421,0,,,"2022-04-07 07:46:21",12,
836,1297,1094,CANCEL,,,0,,,"2022-04-07 08:30:43",Кандидат не подходит требованиям заказчика. Отсутствуют знания в JS сегменте полностью,,1,1,,0,,,"2022-04-07 08:09:33",12,
838,556,2146,CANCEL,,,0,,,"2022-04-11 15:36:30",Заказчик поставил позицию на холд. Договорились вернуться к вопросу через месяц.,,1,1,,1,,,"2022-04-07 08:44:39",12,
839,556,295,CANCEL,,,0,,,"2022-04-11 15:36:30",Заказчик поставил позицию на холд. Договорились вернуться к вопросу через месяц.,,1,1,,0,,,"2022-04-07 08:44:42",12,
840,1169,7622,CANCEL,,,0,,"2022-04-21","2022-04-07 13:05:31","взять в работу не смогу. Связки прокси-шэдоу тут не рабочие.

Новый договор, нет еще ни одного заселенного человека.

Обязательное условие - локация EU, Кавказ с наличием постоянной возможности прилетать в Берлин.

Прошу определить альтернативного кандидата в работу.",,1,1,,0,,,"2022-04-07 09:40:11",12,
841,561,3292,CANCEL,,,0,,,"2022-04-20 14:39:13","Снимаем кандидата, нужен человек с немецким, будем искать с рынка.",,1,1,,0,,,"2022-04-07 08:50:14",12,
842,561,4390,CANCEL,,,0,,"2022-04-14","2022-04-20 14:39:19","Снимаем кандидата, нужен человек с немецким, будем искать с рынка.",,1,1,,0,,,"2022-04-07 08:50:17",12,
843,1298,1897,TERMINATED,,,0,"2022-04-29",,"2022-04-14 08:02:05",Stop on project from: 2022-06-30,,1,1,245,1,,,"2022-04-07 09:34:46",,
844,1299,4363,CANCEL,,,0,,,"2022-04-07 08:53:19","уже распределен
https://crm.andersenlab.com/request-for-specialist/1131",,1,1,,0,,,"2022-04-07 08:52:51",12,
845,1299,1362,TERMINATED,,,0,"2022-04-14",,"2022-04-14 08:00:53",Stop on project from: 2022-06-30,,1,1,247,1,,,"2022-04-07 09:35:02",,
846,1300,1897,CANCEL,,,0,,,"2022-04-07 09:35:35","уже распределен
https://crm.andersenlab.com/request-for-specialist/1131",,1,1,,0,,,"2022-04-07 09:35:26",12,
848,1300,4363,CANCEL,,,0,,,"2022-04-07 09:36:55",https://crm.andersenlab.com/request-for-specialist/1131,,1,1,,0,,,"2022-04-07 09:36:51",12,
849,1300,4363,TERMINATED,,,0,"2022-04-14",,"2022-04-14 08:01:23",Stop on project from: 2022-06-30,,1,1,248,1,,,"2022-04-07 09:37:50",,
850,1109,7443,REJECT,,,0,,,"2022-04-21 21:00:00","1. Кандидат по результату тех.проверки - слабый результат:
Объективная готовность: 20.0 %
Субъективная готовность: 20.0 %
Feedback:
Какому уровню соответствует кандидат (J1,J2,J3,M1,M2,M3,S):
Уровень j3-
Слабые стороны: знаний английского недостаточно для обсуждения технических аспектов по требуемым заказчикам технологиям. Даже если упоминала, что работала с определенной технологией пояснить и более глубоко рассказать не могла(например, Redux). Также некоторые базовые понятия JS не рассказала. Не хватает конкретики, четкости в ответах.

2. Уровень английского также слабый для позиции - А2+",,1,1,,0,,,"2022-04-07 09:51:28",12,
851,567,2331,REJECT,,,0,,,"2022-04-07 21:00:00",надо перенести кандидата в новый деманд. Потому что Туз прошла. Что бы закрути демон по ней!,,1,1,291,0,,,"2022-04-07 09:54:14",12,
852,1024,573,CANCEL,,,0,,,"2022-04-26 21:00:00","Блошко Максим - Angular dev - Заказчик уведомил нас о том, что закрыл данную позицию внутренним специалистом.",,1,1,295,1,,,"2022-04-07 11:33:25",12,
853,1197,7808,CANCEL,,,0,,,"2022-04-21 21:00:00",Деманд ставим на холд. Клиент не пингуется уже давно.,,1,1,,0,,,"2022-04-07 10:13:40",12,
854,1284,1931,CANCEL,17,"2022-04-22",0,,"2022-04-16","2022-04-21 18:52:49","the customer has chosen another vendor, so we need to close the demand",,1,1,,1,"2022-04-14",,"2022-04-07 10:17:21",12,
855,569,6751,CANCEL,,,0,,,"2022-04-07 15:03:50",Стеценко и Винник слабые не зайдут Снимаем с подготовки.,,1,1,,0,,,"2022-04-07 10:25:14",12,
856,569,7688,CANCEL,,,0,,"2022-04-14","2022-04-07 15:03:42",Стеценко и Винник слабые не зайдут Снимаем с подготовки.,,1,1,,0,,,"2022-04-07 10:25:16",12,
857,570,441,CANCEL,,,0,,"2022-04-14","2022-04-12 12:01:09",Заказчик закрыл вакансию другим нашим кандидатом..,,1,1,,0,,,"2022-04-07 10:27:16",12,
858,759,640,CANCEL,,,0,,"2022-04-21","2022-04-18 09:56:22",Заказчик поставил на холд набор кандидатов по данной позиции,,1,1,331,1,,,"2022-04-07 10:29:20",12,
859,768,3087,CANCEL,16,"2022-04-25",0,,"2022-04-23","2022-04-22 11:29:36","Рамазанов Ильнар, хорошо прошёл собес 21.04, готовы были двигаться дальше, но конечный заказчик егодня дал аппдейт, что закрыли позицию инхаус",,1,1,344,1,"2022-04-21",,"2022-04-07 10:31:25",12,
860,1057,4817,CANCEL,,,0,,,"2022-04-14 08:45:45","Заказчик пояснил, что уже отсутствует потребность в реакт разработчиках.",,1,1,300,0,,,"2022-04-07 11:33:56",12,
861,1001,2876,ASSIGNED,,,1,,,"2022-05-04 17:02:48",,,1,1,165,1,,,"2022-04-07 11:32:42",,
862,1292,3653,CANCEL,,,0,,,"2022-05-03 21:00:00","на данный момент позиции закрываются, т.к. появились новые документы которые наши компании должны подписать и вернемся к процессингу после подписания данных документов",,1,1,350,0,,7632,"2022-04-07 11:34:25",12,
864,1251,1871,CANCEL,,,0,,"2022-04-21","2022-04-14 13:54:34","Кандидат проходит ассесмент на J3 в этом месяце.
В связи с этим он является нерентабельным.",,1,1,,0,,,"2022-04-07 13:16:02",12,
865,641,8106,CANCEL,,,0,,"2022-04-14","2022-04-11 13:46:39",Не подходит........................................,,1,1,,0,,,"2022-04-07 11:15:06",12,
867,564,4768,CANCEL,,,0,,"2022-04-21","2022-04-14 14:13:30",холд......................................................,,1,1,446,1,,,"2022-04-07 14:16:04",12,
871,807,552,REJECT,,,0,,,"2022-04-19 21:00:00",Получили отказ после II этапа собеседования. Можно предлагать другие проекты.,,1,1,351,0,"2022-04-19",7635,"2022-04-07 11:36:50",12,
872,1289,291,CANCEL,,,0,,"2022-04-18","2022-04-08 07:14:42","Knowledge transfer is in pregress, waiting for the start on Monday, 11.04.",,1,1,,1,,,"2022-04-07 11:40:35",12,
873,1282,8495,CANCEL,,,0,,"2022-04-14","2022-04-15 08:06:07","увольнение сотрудника, отказывается от предложенного проекта",,1,1,250,0,"2022-04-12",,"2022-04-07 11:47:22",12,
874,1301,697,CANCEL,,,0,,"2022-04-21","2022-04-19 14:31:40",Client decided to stop the search for replacement.,,1,1,,0,,,"2022-04-07 12:10:47",12,
875,699,292,REJECT,,,0,,,"2022-04-11 21:00:00","Отказали после рассмотрения CV с формулировкой:
опыт не с теми продуктами и не в тех бизнес отраслях",,1,1,278,0,,,"2022-04-07 12:03:31",12,
876,1301,2786,REJECT,,,0,,"2022-04-21","2022-04-18 21:00:00",Client decided to stop the search for replacement.,,1,1,319,0,,,"2022-04-07 12:10:41",12,
877,546,3400,CANCEL,,,0,,,"2022-04-12 12:52:23","Кандидат не знает Dart и Flutter, и не хочет их изучать. Хочет продолжать развиваться в Питон",,1,1,,0,,,"2022-04-07 12:16:39",12,
878,1287,7944,CANCEL,12,"2022-04-23",0,,"2022-04-14","2022-04-21 18:52:47","the customer has chosen another vendor, so we need to close the demand",,1,1,471,0,,7634,"2022-04-07 12:23:50",12,
879,1297,7896,REJECT,,,0,,"2022-04-21","2022-04-12 21:00:00","Компании нужен разработчик со знанием Symfony, у Антона таких знаний, к сожалению, нет.",,1,1,301,0,,,"2022-04-07 12:51:04",12,
880,1168,2090,CANCEL,,,0,,,"2022-04-13 11:45:31","Деманд на это позицию инициирован лично ЛПР (Нико), который на данный момент сильно заболел, и никто не понимает когда он вернется. Без ЛПР рассматривать людей на эти позиции JTI не готов",,1,1,,1,,,"2022-04-07 12:52:35",12,
881,1170,6655,CANCEL,,,0,,"2022-04-22","2022-04-13 08:52:01","message from the customer:
Due to recent realignment within the team, we are temporarily discontinuing the hiring for Sr. backend engineer Golang & Engineering Manager.",,1,1,,1,,,"2022-04-07 13:02:26",12,
882,992,8144,CANCEL,,,0,,"2022-04-13","2022-04-07 14:21:37",неверный статус........................................................,,1,1,151,0,"2022-04-11",,"2022-04-07 13:04:41",12,
883,1000,8209,ASSIGNED,,,1,"2022-05-10",,"2022-04-15 13:36:35",,,1,1,376,1,"2022-04-14",,"2022-04-07 13:07:01",,
884,1285,7644,CANCEL,,,0,,,"2022-04-08 15:35:41",errorerrorerrorerrorerrorerrorerrorerrorerrorerrorerrorerror,,1,1,,0,,,"2022-04-07 13:27:01",12,
885,1288,4532,CANCEL,,,0,,"2022-04-14","2022-04-07 14:58:01",кандидат не подходит........................................,,1,1,,0,,,"2022-04-07 14:57:41",12,
886,806,346,CANCEL,,,0,,"2022-04-21","2022-04-08 07:04:24","Акобян Ануш - Android - М1 - В работу не берем, кандидат не хочет на РФ проект.",,1,1,,0,,,"2022-04-07 13:59:04",12,
887,1291,3448,CANCEL,,,0,,,"2022-04-20 21:00:00",кандидат Ильмендеров идет на другой проект.....................................,,1,1,277,0,"2022-04-15",,"2022-04-07 14:03:19",12,
888,992,8144,REJECT,,,0,,"2022-04-14","2022-04-11 21:00:00","Отказ по локации - ""I feel that the time difference of 13 hours between Indonesia and Denver would be too difficult to maintain in the log run"".
Пропушить не получилось (пыталась донести, что кандидат работает по UTC+3 несмотря на фактическую локацию).",,1,1,151,0,,,"2022-04-07 14:21:54",12,
889,1070,2711,CANCEL,,,0,,"2022-04-14","2022-04-14 08:46:00","Заказчик пояснил, что уже отсутствует потребность в реакт разработчиках.",,1,1,299,1,,,"2022-04-07 14:24:35",12,
890,557,8519,CANCEL,,,0,,,"2022-04-07 14:40:57",.....................................................,,1,1,,0,,,"2022-04-07 14:25:37",12,
891,586,8519,CANCEL,,,0,,,"2022-04-13 13:02:35",На позицию прошел другой кандидат..........................,,1,1,,0,,,"2022-04-07 14:26:26",12,
892,1013,1975,TERMINATED,,,0,"2022-05-02",,"2022-04-12 15:07:16",Stop on project from: 2022-06-30,,1,1,,1,,,"2022-04-07 14:32:29",,
894,1123,4926,REJECT,,,0,,,"2022-04-14 21:00:00","Based on his resume, more on the UI side of things, but customer needs extensive experience in evidence driven product design and user research as the current team is very advanced.",,1,1,,0,,,"2022-04-07 14:39:25",12,
895,581,8519,REJECT,,,0,,,"2022-05-08 21:00:00",Тылькович: пришел реджект по тех.заданию от Backbase,,1,1,,1,,,"2022-04-07 14:41:59",12,
896,1195,8547,REJECT,,,0,,"2022-04-14","2022-04-13 21:00:00","СV Sergey Kim - refusal, because Talend's knowledge is ""in the passive"". The client has already found two good specialists from another vendor and therefore does not want to reduce the requirements and wants two more just as good, especially in the Business Objects Know-How area.",,1,1,445,0,,,"2022-04-07 14:55:48",12,
897,1288,8546,CANCEL,,,0,,"2022-04-14","2022-04-08 11:02:59","кандидат отказался от проекта, не хочет быть единственным девопсом.",,1,1,,0,,,"2022-04-07 14:59:14",12,
898,569,2448,CANCEL,,,0,,,"2022-04-18 07:57:26","Катлинский Алексей РБ не подходит по локации, релокейт не рассматривает.",,1,1,,0,,,"2022-04-07 15:05:20",12,
899,569,462,CANCEL,,,0,,"2022-04-17","2022-04-18 06:41:29",The customer refused to consider candidates from Belarus and Russian,,1,1,298,0,"2022-04-15",,"2022-04-07 15:05:28",12,
900,1186,4570,CANCEL,,,0,,,"2022-05-05 21:00:00",Dmytro - rejected to take part in the second interview.,,1,1,,1,,,"2022-04-07 15:22:05",12,
901,1305,1689,CANCEL,,,0,,"2022-04-14","2022-04-08 07:28:31",Кандидат будет рассмотрен на дргуую позицию внутри проекта,,1,1,,0,,,"2022-04-07 15:29:04",12,
902,1306,3703,REJECT,,,0,,,"2022-04-25 21:00:00","Vadim: his english skills did not meet our expectations, so we don’t want to move forward with him.
+ team size was reviewed, 1 senior reactjs demand was position was closed",,1,1,358,1,,,"2022-04-07 15:29:54",12,
903,1311,6733,CANCEL,,,0,,,"2022-05-17 21:00:00","Рыжук Александр - снят, получил аппрув на другом проекте",,1,1,276,1,"2022-04-22",,"2022-04-07 15:41:37",12,
904,1303,7443,CANCEL,13,"2022-04-23",0,,,"2022-04-27 13:48:35",The customer hired local employees and does not need vendors yet,,1,1,396,1,,,"2022-04-07 15:43:57",12,
905,1111,113,CANCEL,,,0,,,"2022-04-08 14:00:59",Кандидат снят со второго бенча и продолжает работу на текущем проекте,,1,1,,0,,,"2022-04-07 15:46:40",12,
906,1310,77,REJECT,,,0,,"2022-04-22","2022-04-18 21:00:00",Запрос клиента на уровнь м3-S/ Не достаточно опыта,,1,1,418,0,,,"2022-04-08 06:18:59",12,
907,1112,8031,CANCEL,,,0,,"2022-04-15","2022-04-12 08:46:24",клиент закрыл все деманды по причине конфликта в Украине и не готовности рассматривать кандидатов которые будут экстернал разработчиками,,1,1,,0,,,"2022-04-08 06:21:10",12,
908,1112,7923,CANCEL,,,0,,,"2022-04-11 13:47:08",распределен на другой деманд внутри проекта (Leonteq),,1,1,,0,,,"2022-04-08 06:21:12",12,
909,956,6758,TERMINATED,,,0,,,"2022-05-04 08:40:23",Stop on project from: 2022-09-01,,1,1,,1,,,"2022-04-08 06:51:05",,
910,1225,8758,CANCEL,,,0,,"2022-04-15","2022-04-08 07:06:08","Уже отправили первое сиви, смотреть кандидата имеет смысл только в случае отказа от первого кандидитата",,1,1,,0,,,"2022-04-08 06:51:47",12,
911,895,6675,CANCEL,,,0,,"2022-04-22","2022-04-08 07:53:51","Александр Бутрим показываем на Ланит ВТБ, рокировка",,1,1,273,0,,,"2022-04-08 06:51:42",12,
912,1280,7635,CANCEL,,,0,,"2022-04-22","2022-04-11 12:37:14","Слабый уровень подготовки, слабая проработка пробелов",,1,1,,0,,,"2022-04-08 06:52:51",12,
913,1279,6765,CANCEL,,,0,,"2022-04-22","2022-04-15 14:24:20",The Bank is reallocating the budget. The customer put the Position on hold,,1,1,297,1,,,"2022-04-08 06:53:04",12,
914,1278,6734,CANCEL,,,0,,"2022-04-22","2022-04-15 14:24:26",The Bank is reallocating the budget. The customer put the Position on hold,,1,1,379,1,,,"2022-04-08 06:56:12",12,
915,1277,6676,CANCEL,,,0,,"2022-04-22","2022-04-15 14:23:09",The customer put the position on hold. The Bank is reallocating the budget,,1,1,364,0,,,"2022-04-08 06:56:47",12,
916,1316,1752,CANCEL,,,0,,"2022-04-14","2022-04-08 07:22:18","деманд закрываем, старт на проекте Кондратьева Андександра 12.04",,1,1,,1,,,"2022-04-08 07:12:31",12,
917,1087,4461,ASSIGNED,,,1,"2022-04-22",,"2022-04-20 12:57:23",,,1,1,326,1,"2022-04-18",,"2022-04-08 07:20:09",,
918,1307,1689,CANCEL,,,0,,"2022-04-15","2022-04-08 14:05:37","Продолжает работать на текущем проекте, предпологаемый стоп не состоится",,1,1,,0,,,"2022-04-08 07:28:51",12,
919,1319,903,CANCEL,,,0,,"2022-04-22","2022-04-19 17:01:14",Ставим деманд на холд. Заказчик не выходит на связь.,,1,1,330,1,,7638,"2022-04-08 08:04:25",12,
920,1250,6675,REJECT,,,0,,,"2022-04-21 21:00:00","Пришел фидбэк после собеса:
Александра оценили как джун/джун+. Есть большие пробелы в hard skills и практическом опыте. Не готовы брать в проект.",,1,1,275,1,"2022-04-20",,"2022-04-08 07:54:03",12,
923,1319,2518,CANCEL,,,0,,,"2022-04-13 15:03:49","не готов начинать подготовку, пока не будет описания вакансии и требований от заказчика",,1,1,,0,,,"2022-04-08 08:05:00",12,
924,1313,7681,CANCEL,,,0,,"2022-04-11","2022-04-08 12:12:37","Не соответствует требованиям. Ключевое требование:Java разработчик для реализации/кастомизации Keycloak.
Важно : Глубокое понимание принципов работы Keycloak, опыт разработки плагинов для расширения и/или кастомизации его алгоритмов",,1,1,,0,,,"2022-04-08 08:10:51",12,
926,1275,7735,CANCEL,,,0,,,"2022-04-13 10:38:38",Candidate Savkin Dmitrii cancelled because of start on demand 1275,,1,1,,0,,,"2022-04-08 09:46:45",12,
927,701,204,CANCEL,,,0,,"2022-04-15","2022-04-12 06:15:07","Наши ребята в команду себе сами выбирают кандидатов, Дениса после знакомства готовы рассматривать только на мидла, на позицию сеньора нужен кто-то покрепче.

Мидла мы уже процессим другого - Прохоренко Даниила. Если Прохоренко не пройдет (собес 12/04), то смогу рассматривать Зубанова.",,1,1,,0,,,"2022-04-08 08:19:59",12,
928,1308,1968,CANCEL,,,0,,,"2022-04-25 21:00:00",Воронько продлевают на текущем проекте.......................,,1,1,357,1,"2022-04-21",,"2022-04-08 08:27:18",12,
929,711,3175,CANCEL,,,0,,"2022-04-18","2022-04-18 11:52:30","Савченко Владислав отказался от проекта - попробовал кодить в WPF и понял, что это не его технология.",,1,1,,0,,,"2022-04-11 17:12:18",12,
